imagem_nome,tipo_imagem
"27.MSA_HYD Planta humanizada de apartamento tipo 3","Planta Humanizada"
"28.MSA_HYD Planta humanizada de apartamento Tipo Studio 4","Planta Humanizada"
"29.MSA_HYD Planta humanizada de apartamento Tipo Studio 5","Planta Humanizada"
"30.MSA_HYD Planta humanizada de apartamento tipo 6","Planta Humanizada"
"31.MSA_HYD Planta humanizada de apartamento Tipo Studio 7","Planta Humanizada"
"32.MSA_HYD Planta humanizada de apartamento Tipo Studio 8","Planta Humanizada"
"33.MSA_HYD Planta humanizada de apartamento Tipo Studio 9","Planta Humanizada"
"7.GES_ELI Living Penthouse com vista mar, mais proximo da sacada - Angulo 3",Unidade
"1.INO_MAR Fotomontagem com empreendimento no terreno real",Fachada
"2.INO_MAR Fachada diurna (dia ensolarado)",Fachada
"3.INO_MAR Fachada noturna",Fachada
"4.INO_MAR Piscina","Imagem Externa"
"5.INO_MAR Playground com estar externo","Imagem Externa"
"6.INO_MAR Salao de festas","Imagem Interna"
"7.INO_MAR Gourmet","Imagem Interna"
"8.INO_MAR Academia com area externa","Imagem Interna"
"9.INO_MAR Brinquedoteca","Imagem Interna"
"10.INO_MAR Quiosque","Imagem Interna"
"11.INO_MAR Living do apartamento tipo final 01 - Torre 2 - Ultimo pavimento",Unidade
"12.INO_MAR Sacada com vista do apartamento tipo final 01 - Torre 2 - Ultimo pavimento",Unidade
"13.INO_MAR Dormitorio de casal do apartamento tipo final 01 - Torre 2 - Ultimo pavimento",Unidade
"14.INO_MAR Planta humanizada do pavimento terreo","Planta Humanizada"
"15.INO_MAR Planta humanizada do 2° pavimento Garagem","Planta Humanizada"
"16.INO_MAR Planta humanizada do 3° pavimento Garagem","Planta Humanizada"
"17.INO_MAR Planta humanizada do pavimento tipo torre 1","Planta Humanizada"
"18.INO_MAR Planta humanizada do pavimento tipo torre 2","Planta Humanizada"
"24.LIN_SUR Espaco Gourmet - Extra","Imagem Interna"
"29.INO_TAB Living do apartamento Tipo 1 com vista fotografica real para o mar",Unidade
"30.INO_TAB Planta humanizada do 3° pavimento Garagem","Planta Humanizada"
"1.CIB_RIV Fotomontagem aerea com o empreendimento inserido no terreno - Rio",Fachada
"2.CIB_RIV Fotomontagem aerea com o empreendimento inserido no terreno - Rua",Fachada
"3.CIB_RIV Embasamento frontal",Fachada
"1.TER_PRA Fotomontagem aerea geral diurna mostrando o projeto completo (Fase I e Fase II)",Fachada
"2.TER_PRA Entrada do loteamento",Fachada
"3.TER_PRA Avenida Garapuvu",Fachada
"4.TER_PRA Corte de avenida a definir mostrando detalhes da infraestrutura",Fachada
"5.TER_PRA Area verde de lazer - AVL 1 - Fase I","Imagem Externa"
"6.TER_PRA Area verde de lazer - AVL 2 - Fase I","Imagem Externa"
"7.TER_PRA Area verde de lazer - AVL 3 - Fase I","Imagem Externa"
"8.TER_PRA Area de uso publico - AUP 2 - Fase I","Imagem Externa"
"9.TER_PRA Passarela para a praia pegando praia e casas a partir do mar - AVL 4 - Fase II","Imagem Externa"
"10.TER_PRA Passarela para a praia pegando praia e casas a partir do loteamento - AVL 4 - Fase II","Imagem Externa"
"11.TER_PRA Planta humanizada implantacao geral mostrando o projeto completo (Fase I e Fase II)","Planta Humanizada"
"31.INO_TAB Fachada Noturna",Fachada
"39.AYA_KAR Planta humanizada do apartamento 101","Planta Humanizada"
"40.AYA_KAR Planta humanizada do apartamento 102/105 e 205/209","Planta Humanizada"
"41.AYA_KAR Planta humanizada do apartamento 106","Planta Humanizada"
"42.AYA_KAR Planta humanizada do apartamento 203","Planta Humanizada"
"43.AYA_KAR Planta humanizada do apartamento 301","Planta Humanizada"
"44.AYA_KAR Planta humanizada do apartamento 303","Planta Humanizada"
"45.AYA_KAR Planta humanizada do apartamento 305","Planta Humanizada"
"46.AYA_KAR Planta humanizada do apartamento 306/309","Planta Humanizada"
"47.AYA_KAR Planta humanizada do apartamento 310","Planta Humanizada"
"48.AYA_KAR Planta humanizada do apartamento 301","Planta Humanizada"
"49.AYA_KAR Planta humanizada do apartamento 303","Planta Humanizada"
"50.AYA_KAR Planta humanizada do apartamento 304","Planta Humanizada"
"51.AYA_KAR Planta humanizada do apartamento 305, 307 e 309","Planta Humanizada"
"52.AYA_KAR Planta humanizada do apartamento 102/103/104/105/202/203/204/205","Planta Humanizada"
"53.AYA_KAR Planta humanizada do apartamento 106/206","Planta Humanizada"
"54.AYA_KAR Planta humanizada do apartamento 302/303/304/305","Planta Humanizada"
"55.AYA_KAR Planta humanizada do apartamento 306","Planta Humanizada"
"56.AYA_KAR Planta humanizada do apartamento 302 e 304","Planta Humanizada"
"57.AYA_KAR Planta humanizada do apartamento 303 e 305","Planta Humanizada"
"58.AYA_KAR Planta humanizada do apartamento 306","Planta Humanizada"
"1.RDO_VAL Fotomontagem aerea com insercao do empreendimento em terreno real angulo 1 - Diurna",Fachada
"2.RDO_VAL Fotomontagem aerea com insercao do empreendimento em terreno real angulo 2 - Fim de tarde",Fachada
"3.RDO_VAL Fotomontagem aerea com insercao do empreendimento em terreno real angulo 3 - Com foco na area de lazer 1",Fachada
"4.RDO_VAL Fotomontagem aerea com insercao do empreendimento em terreno real angulo 4 - Com foco na area de lazer 2",Fachada
"5.RDO_VAL Fachada no angulo do observador da rua 1 - Diurna",Fachada
"6.RDO_VAL Fachada no angulo do observador da rua 2 - Fim de tarde",Fachada
"7.RDO_VAL Embasamento mostrando mall e calcadas 1 da Rua A - Diurna",Fachada
"8.RDO_VAL Embasamento mostrando mall e calcadas 2 mostrando a Avenida I com a Avenida Ver.Pedro Elias - Fim de tarde",Fachada
"9.RDO_VAL Corredor do mall",Fachada
"10.RDO_VAL Bicicletario","Imagem Interna"
"11.RDO_VAL Hall residencial geral","Imagem Interna"
"12.RDO_VAL Hall residencial com foco no elevador mostrando o Mini Market","Imagem Interna"
"13.RDO_VAL Piscina coberta","Imagem Interna"
"14.RDO_VAL Fitness","Imagem Interna"
"15.RDO_VAL Funcional","Imagem Interna"
"16.RDO_VAL Coworking","Imagem Interna"
"17.RDO_VAL Sala de jogos","Imagem Interna"
"18.RDO_VAL PUB","Imagem Interna"
"19.RDO_VAL Espaco Teens","Imagem Interna"
"20.RDO_VAL Salao de festas 1","Imagem Interna"
"21.RDO_VAL Salao de festas 2","Imagem Interna"
"22.RDO_VAL Espaco Kids","Imagem Interna"
"23.RDO_VAL Espaco Gourmet","Imagem Interna"
"24.RDO_VAL Playground externo (Antigo salao de festas 2)","Imagem Externa"
"25.RDO_VAL Piscina externa angulo 1 - com vista real fotografica","Imagem Externa"
"26.RDO_VAL Piscina externa angulo 2 - com vista real fotografica","Imagem Externa"
"27.RDO_VAL Piscina coberta 2 vista para sauna (Piscina angulo 3 antigo) ","Imagem Interna"
"28.RDO_VAL Suite do embasamento unid. 312",Unidade
"29.RDO_VAL Ambiente externo do pavimento de lazer a definir 1 - com vista real fotografica","Imagem Externa"
"30.RDO_VAL Ambiente externo do pavimento de lazer a definir 2 - com vista real fotografica","Imagem Externa"
"31.RDO_VAL Sala de reunioes (antigo ambiente externo 3)","Imagem Interna"
"32.RDO_VAL Living com vista real fotografica - Torre 1 - unid.1402",Unidade
"33.RDO_VAL Living com vista real fotografica - Torre 1 - unid.1701",Unidade
"34.RDO_VAL Sacada com vista real fotografica - Torre 1 - unid.1704",Unidade
"35.RDO_VAL Living com vista real fotografica - Torre 1 - unid.3001",Unidade
"36.RDO_VAL Sacada com vista real fotografica - Torre 1 - unid.3003",Unidade
"37.RDO_VAL Living com vista real fotografica - Torre 2 - Final 12",Unidade
"38.RDO_VAL Sacada com vista real fotografica - Torre 2 - Final 12",Unidade
"39.RDO_VAL Suite com vista real fotografica - Torre 1 - unid. 1406 (antiga sacada final 13)",Unidade
"40.RDO_VAL Living com vista real fotografica - Embasamento - unid.512",Unidade
"41.RDO_VAL Planta humanizada implantacao geral mostrando o pavimento terreo","Planta Humanizada"
"42.RDO_VAL Planta humanizada do pavimento Lazer Pilotis","Planta Humanizada"
"43.RDO_VAL Planta humanizada do pavimento Garagem G1","Planta Humanizada"
"44.RDO_VAL Planta humanizada do pavimento Garagem G2","Planta Humanizada"
"45.RDO_VAL Planta humanizada do pavimento Garagem G3","Planta Humanizada"
"46.RDO_VAL Planta humanizada do pavimento Garagem G4","Planta Humanizada"
"47.RDO_VAL Planta humanizada do apartamento Garagem G2 - tipo 1","Planta Humanizada"
"48.RDO_VAL Planta humanizada do apartamento Garagem G2 - tipo 2","Planta Humanizada"
"49.RDO_VAL Planta humanizada do apartamento Garagem G2 - tipo 3","Planta Humanizada"
"50.RDO_VAL Planta humanizada do pavimento Tipo 1 x 8","Planta Humanizada"
"51.RDO_VAL Planta humanizada do apartamento Tipo 1 - Final 1","Planta Humanizada"
"52.RDO_VAL Planta humanizada do apartamento Tipo 1 - Final 2","Planta Humanizada"
"53.RDO_VAL Planta humanizada do apartamento Tipo 1 - Final 3","Planta Humanizada"
"54.RDO_VAL Planta humanizada do apartamento Tipo 1 - Final 4","Planta Humanizada"
"55.RDO_VAL Planta humanizada do pavimento Tipo 02 diferenciado - Variacao","Planta Humanizada"
"56.RDO_VAL Planta humanizada do apartamento Tipo 2 Diferenciado - Final 1","Planta Humanizada"
"57.RDO_VAL Planta humanizada do apartamento Tipo 2 Diferenciado - Final 2","Planta Humanizada"
"58.RDO_VAL Planta humanizada do apartamento Tipo 2 Diferenciado - Final 3","Planta Humanizada"
"59.RDO_VAL Planta humanizada do apartamento Tipo 2 Diferenciado - Final 4","Planta Humanizada"
"60.RDO_VAL Planta humanizada do pavimento Tipo 02 x 7 - Variacao","Planta Humanizada"
"61.RDO_VAL Planta humanizada do apartamento Tipo 02 - Final 1","Planta Humanizada"
"62.RDO_VAL Planta humanizada do apartamento Tipo 02 - Final 2","Planta Humanizada"
"63.RDO_VAL Planta humanizada do apartamento Tipo 02 - Final 3","Planta Humanizada"
"64.RDO_VAL Planta humanizada do apartamento Tipo 02 - Final 4","Planta Humanizada"
"65.RDO_VAL Planta humanizada do pavimento Tipo 03 diferenciado - Variacao","Planta Humanizada"
"66.RDO_VAL Planta humanizada do apartamento Tipo 03 Diferenciado - Final 1","Planta Humanizada"
"67.RDO_VAL Planta humanizada do apartamento Tipo 03 Diferenciado - Final 2","Planta Humanizada"
"68.RDO_VAL Planta humanizada do apartamento Tipo 03 Diferenciado - Final 3","Planta Humanizada"
"69.RDO_VAL Planta humanizada do apartamento Tipo 1 - Final 5","Planta Humanizada"
"70.RDO_VAL Planta humanizada do pavimento Tipo 03 x 6 - Variacao","Planta Humanizada"
"71.RDO_VAL Planta humanizada do apartamento Tipo 3 - Final 1","Planta Humanizada"
"72.RDO_VAL Planta humanizada do apartamento Tipo 3 - Final 2","Planta Humanizada"
"73.RDO_VAL Planta humanizada do apartamento Tipo 3 - Final 3","Planta Humanizada"
"74.RDO_VAL Planta humanizada do apartamento Tipo 1 - Final 6","Planta Humanizada"
"75.RDO_VAL Planta humanizada do pavimento tipo 1 Diferenciado - Torre 2","Planta Humanizada"
"76.RDO_VAL Planta humanizada do apartamento da Torre 2 - unid.711","Planta Humanizada"
"77.RDO_VAL Planta humanizada do apartamento da Torre 2 - unid.712","Planta Humanizada"
"78.RDO_VAL Planta humanizada do apartamento da Torre 2 - unid.713","Planta Humanizada"
"1.INO_TIM Fotomontagem aerea com empreendimento no terreno real",Fachada
"2.INO_TIM Fachada diurna",Fachada
"3.INO_TIM Fachada noturna",Fachada
"4.INO_TIM Hall de entrada","Imagem Interna"
"5.INO_TIM Pet place","Imagem Externa"
"6.INO_TIM Piscina diurna","Imagem Externa"
"7.INO_TIM Piscina noturna","Imagem Externa"
"8.INO_TIM Quiosque","Imagem Externa"
"9.INO_TIM Playground","Imagem Externa"
"10.INO_TIM Brinquedoteca","Imagem Interna"
"11.INO_TIM Academia com area externa (crossfit)","Imagem Externa"
"12.INO_TIM Salao de festas","Imagem Interna"
"13.INO_TIM Gourmet","Imagem Interna"
"14.INO_TIM Coworking","Imagem Interna"
"15.INO_TIM Living do apartamento tipo 1, com 1 dorm, com vista real fotografica - unid.1402",Unidade
"16.INO_TIM Dormitorio do apartamento tipo 1, com 1 dorm, com vista real fotografica - unid.1402",Unidade
"17.INO_TIM Living do apartamento tipo 1, com 1 suite + 1 dorm., com vista real fotografica - unid.1404",Unidade
"18.INO_TIM Suite do apartamento tipo 1, com 1 suite + 1 dorm., com vista real fotografica - unid.1404",Unidade
"19.INO_TIM Sacada do apartamento tipo 1, com 1 suite + 1 dorm., com vista real fotografica - unid.1404",Unidade
"20.INO_TIM Suite do apartamento tipo 1, com 1 suite + 2 dorm., com vista real fotografica - unid.1401",Unidade
"21.INO_TIM Living do apartamento Studio tipo 1, com vista real fotografica - unid.1403",Unidade
"22.INO_TIM Planta humanizada implantacao geral mostrando o pavimento terreo","Planta Humanizada"
"23.INO_TIM Planta humanizada do 2º pavimento Tipo + Lazer","Planta Humanizada"
"24.INO_TIM Planta humanizada do 1º pavimento - Garagem","Planta Humanizada"
"25.INO_TIM Planta humanizada do apartamento tipo 1, com 1 dorm.- unid.1402","Planta Humanizada"
"26.INO_TIM Planta humanizada do apartamento tipo 1, com 1 dorm.- unid.1405","Planta Humanizada"
"27.INO_TIM Planta humanizada do apartamento tipo 1, com 2 dorm.- unid.1404","Planta Humanizada"
"28.INO_TIM Planta humanizada do apartamento tipo 1, com 3 dorm.- unid.1401","Planta Humanizada"
"29.INO_TIM Planta humanizada do apartamento tipo 1, tipo studio - unid.1406","Planta Humanizada"
"30.INO_TIM Planta humanizada do apartamento tipo 1, tipo studio - unid.1403","Planta Humanizada"
"79.RDO_VAL Planta humanizada do apartamento da Torre 2 - unid.714","Planta Humanizada"
"80.RDO_VAL Planta Humanizada do pavimento TIPO 01 (X11)","Planta Humanizada"
"81.RDO_VAL Planta Humanizada da Torre 2 - Tipo 1 - Final 11","Planta Humanizada"
"82.RDO_VAL Planta Humanizada da Torre 2 - Tipo 1 - Final 12","Planta Humanizada"
"83.RDO_VAL Planta Humanizada da Torre 2 - Tipo 1 - Final 13","Planta Humanizada"
"84.RDO_VAL Planta Humanizada da Torre 2 - Tipo 1 - Final 14","Planta Humanizada"
"85.RDO_VAL Planta Humanizada do pavimento TIPO 02 (X12)","Planta Humanizada"
"86.RDO_VAL Planta Humanizada da Torre 2 - Tipo 2 - Final 11","Planta Humanizada"
"87.RDO_VAL Planta Humanizada da Torre 2 - Tipo 2 - Final 12","Planta Humanizada"
"88.RDO_VAL Planta Humanizada da Torre 2 - Tipo 2 - Final 13","Planta Humanizada"
"89.RDO_VAL Planta Humanizada da Torre 2 - Tipo 2 - Final 14","Planta Humanizada"
"1.SAN_LAJ Fotomontagem aerea geral diurna com insercao do loteamento em terreno real angulo 1",Fachada
"2.SAN_LAJ Fotomontagem aerea geral diurna com insercao do loteamento em terreno real angulo 2",Fachada
"3.SAN_LAJ Planta humanizada implantacao geral","Planta Humanizada"
"1.JON_LIN Fotomontagem aerea angulo 1",Fachada
"2.JON_LIN Fotomontagem aerea angulo 2",Fachada
"3.JON_LIN Fotomontagem aerea angulo 3",Fachada
"4.JON_LIN Fachada no angulo so observador a partir do acesso",Fachada
"5.JON_LIN Lobby","Imagem Interna"
"6.JON_LIN Garagem","Imagem Interna"
"7.JON_LIN Docas para motos na garagem","Imagem Interna"
"8.JON_LIN Quadras de beach tenis","Imagem Externa"
"9.JON_LIN Area interna do patio coberto - 1 - Foco no palco","Imagem Interna"
"10.JON_LIN Area interna do patio coberto - 2 - Foco nas lojas","Imagem Interna"
"11.JON_LIN Area interna do patio coberto - 3 - Foco geral mostrando lojas, fachada e cobertura retratil","Imagem Interna"
"12.JON_LIN Piscina","Imagem Interna"
"13.JON_LIN Academia","Imagem Interna"
"14.JON_LIN Jogos","Imagem Interna"
"15.JON_LIN Coworking","Imagem Interna"
"16.JON_LIN Loft unidade 16 - angulo 1",Unidade
"17.JON_LIN Loft unidade 16 - angulo 2",Unidade
"18.JON_LIN Living do apartamento tipo 3 - 3 Suites",Unidade
"19.JON_LIN Planta humanizada do pavimento Subsolo","Planta Humanizada"
"20.JON_LIN Planta humanizada implantacao geral mostrando o pavimento Terreo x28 lojas","Planta Humanizada"
"21.JON_LIN Planta humanizada do apartamento Loft tipo 1","Planta Humanizada"
"22.JON_LIN Planta humanizada do apartamento Loft tipo 2","Planta Humanizada"
"23.JON_LIN Planta humanizada do apartamento Apartamento tipo 1 - Suite + 1","Planta Humanizada"
"24.JON_LIN Planta humanizada do apartamento Apartamento tipo 3 - 3 Suites","Planta Humanizada"
"25.JON_LIN Planta humanizada do apartamento Apartamento tipo 2 - 2 Quartos","Planta Humanizada"
"26.JON_LIN Planta humanizada do pavimento Lazer Rooftop","Planta Humanizada"
"31.INO_TIM Planta Humanizada do pavimento tipo","Planta Humanizada"
teste,Fachada
teste2,Fachada
"1.TES_TES teste3",Fachada
"32.INO_TIM Planta humanizada do apartamento tipo 1, com 3 dorm.- unid.1401 - Variacao 01","Planta Humanizada"
"33.CP8_DIS Planta humanizada andar tipo mostrando o lazer","Planta Humanizada"
"1.CEG_TIJ Fachada frontal",Fachada
"2.CEG_TIJ Fotomontagem da fachada esquina mostrando a igreja",Fachada
"3.CEG_TIJ Fotomontagem aerea",Fachada
"4.CEG_TIJ Hall de entrada","Imagem Interna"
"5.CEG_TIJ Coworking (Area de leitura)","Imagem Interna"
"6.CEG_TIJ Lavanderia","Imagem Interna"
"7.CEG_TIJ Jogos","Imagem Interna"
"8.CEG_TIJ Gourmet 1","Imagem Interna"
"9.CEG_TIJ Gourmet 2","Imagem Interna"
"10.CEG_TIJ Piscina","Imagem Externa"
"11.CEG_TIJ Academia","Imagem Interna"
"12.CEG_TIJ Imagem Studio 08 tipo - Tipo 10 (x4)",Unidade
"13.CEG_TIJ Imagem Studio 08 tipo Ângulo - Tipo 10 (x4)",Unidade
"14.CEG_TIJ Planta humanizada andar terreo","Planta Humanizada"
"15.CEG_TIJ Planta humanizada andar lazer 1","Planta Humanizada"
"16.CEG_TIJ Planta humanizada andar lazer 2","Planta Humanizada"
"17.CEG_TIJ Planta humanizada andar tipo - Tipo 10 (x4)","Planta Humanizada"
"18.CEG_TIJ Planta humanizada studio 08 tipo - Tipo 10 (x4)","Planta Humanizada"
"19.CEG_TIJ Imagem Studio tipo 360",Unidade
"1.CEG_RES Fachada embasamento",Fachada
"2.CEG_RES Fachada esquina",Fachada
"3.CEG_RES Fotomontagem aerea",Fachada
"4.CEG_RES Hall de entrada + Mini Market fundo","Imagem Interna"
"5.CEG_RES Ferramentaria","Imagem Interna"
"6.CEG_RES Academia","Imagem Interna"
"7.CEG_RES Garagem Band","Imagem Interna"
"8.CEG_RES Lavanderia","Imagem Interna"
"9.CEG_RES Salao de festas","Imagem Interna"
"10.CEG_RES Gourmet externo","Imagem Externa"
"11.CEG_RES Sala de jogos","Imagem Interna"
"12.CEG_RES Piscina","Imagem Externa"
"13.CEG_RES Piscina infantil + Piscina adulto","Imagem Externa"
"14.CEG_RES Suite 1 apto tipo - Final 01",Unidade
"15.CEG_RES Suite 2 apto tipo - Final 01",Unidade
"16.CEG_RES Suite 3 apto tipo - Final 01",Unidade
"17.CEG_RES Living apto tipo - Final 01",Unidade
"18.CEG_RES Banheiro suite 1 apto - Final 01",Unidade
"19.CEG_RES Banheiro suite 2 apto - Final 01",Unidade
"20.CEG_RES Banheiro suite 3 apto - Final 01",Unidade
"21.CEG_RES Planta humanizada andar terreo","Planta Humanizada"
"22.CEG_RES Planta humanizada andar lazer","Planta Humanizada"
"23.CEG_RES Planta humanizada G1","Planta Humanizada"
"24.CEG_RES Planta humanizada G2","Planta Humanizada"
"25.CEG_RES Planta humanizada G3","Planta Humanizada"
"26.CEG_RES Planta Humanizada G4","Planta Humanizada"
"27.CEG_RES Planta humanizada apto cobertura tipo 1 superior","Planta Humanizada"
"28.CEG_RES Planta humanizada apto cobertura tipo 2 superior","Planta Humanizada"
"29.CEG_RES Planta humanizada apto cobertura tipo 3 superior","Planta Humanizada"
"30.CEG_RES Planta humanizada apto cobertura tipo 4 superior","Planta Humanizada"
"31.CEG_RES Planta humanizada apto cobertura tipo 1 inferior","Planta Humanizada"
"32.CEG_RES Planta humanizada apto cobertura tipo 2 inferior","Planta Humanizada"
"33.CEG_RES Planta humanizada apto cobertura tipo 3 inferior","Planta Humanizada"
"34.CEG_RES Planta humanizada apto cobertura tipo 4 inferior","Planta Humanizada"
"35.CEG_RES Planta humanizada apto tipo 1","Planta Humanizada"
"36.CEG_RES Planta humanizada apto tipo 2","Planta Humanizada"
"37.CEG_RES Planta humanizada apto tipo 3","Planta Humanizada"
"38.CEG_RES Planta humanizada apto tipo 4","Planta Humanizada"
"39.CEG_RES Suite apto tipo tipo 360",Unidade
"40.CEG_RES Suite 1 apto tipo 360",Unidade
"41.CEG_RES Suite 2 apto tipo 360",Unidade
"42.CEG_RES Living apto tipo 360",Unidade
"43.CEG_RES Banheiro suite apto 360",Unidade
"44.CEG_RES Banheiro 1 suite apto 360",Unidade
"45.CEG_RES Banheiro 2 suite apto 360",Unidade
"1.GPI_PIN Fachada fotomontagem aerea",Fachada
"2.GPI_PIN Fachada fotomontagem aerea a definir",Fachada
"3.GPI_PIN Fachada frontal",Fachada
"4.GPI_PIN Academia rooftop","Imagem Interna"
"5.GPI_PIN Piscina","Imagem Externa"
"6.GPI_PIN Churrasqueira na piscina","Imagem Externa"
"7.GPI_PIN Salao de festas","Imagem Interna"
"8.GPI_PIN Salao de jogos","Imagem Interna"
"9.GPI_PIN Coworking","Imagem Interna"
"10.GPI_PIN Mercadinho","Imagem Interna"
"11.GPI_PIN Lavanderia","Imagem Interna"
"12.GPI_PIN Living apto tipo 01",Unidade
"13.GPI_PIN Sacada com vista apto tipo 01",Unidade
"14.GPI_PIN Planta humanizada andar lazer","Planta humanizada"
"15.GPI_PIN Planta humanizada apartamento tipo 1","Planta humanizada"
"16.GPI_PIN Planta humanizada apartamento tipo 2","Planta humanizada"
"17.GPI_PIN Planta humanizada apartamento tipo 3","Planta humanizada"
"18.GPI_PIN Planta humanizada apartamento tipo 4","Planta humanizada"
"19.GPI_PIN Planta humanizada apartamento tipo 5","Planta humanizada"
"20.GPI_PIN Planta humanizada apartamento tipo 6","Planta humanizada"
"1.RAY_SKY Planta humanizada do pavimento lazer","Planta Humanizada"
"2.RAY_SKY Planta humanizada do pavimento tipo (apto x2)","Planta Humanizada"
"1.ALP_SC Fotomontagem 1",Fachada
"2.ALP_SC Fotomontagem 2",Fachada
"3.ALP_SC Fotomontagem 3",Fachada
"45.ARS_VIE Jardim das Vieiras Geral","Imagem Externa"
"34.MSA_HYD Hall de entrada","Imagem Interna"
"21.GPI_PIN Hall de Entrada","Imagem Interna"
"35.MSA_HYD Fachada noturna extra",Fachada
"36.MSA_HYD Planta Humanizada Pavimento Tipo","Planta Humanizada"
"42.LD9_URB Living do apartamento Loft unidade 4301 A - Angulo 2",Unidade
"1.MUL_SPL Fotomontagem aerea",Fachada
"2.MUL_SPL Fotomontagem aerea angulo",Fachada
"3.MUL_SPL Fachada embasamento",Fachada
"4.MUL_SPL Fachada lateral 1- vista mar",Fachada
"5.MUL_SPL Fachada lateral 2 – vista natureza",Fachada
"6.MUL_SPL Hall de entrada (possui pe direito duplo)","Imagem Interna"
"7.MUL_SPL Bicicletario","Imagem Interna"
"8.MUL_SPL Salao Gourmet – tem vista para a mata","Imagem Interna"
"9.MUL_SPL Salao de festas 01","Imagem Interna"
"10.MUL_SPL Salao de festas 02- tem vista para o mar","Imagem Interna"
"11.MUL_SPL Salao de jogos – integra os ambientes","Imagem Interna"
"12.MUL_SPL Mini market","Imagem Interna"
"13.MUL_SPL Brinquedoteca","Imagem Interna"
"14.MUL_SPL Academia – tem vista para o mar","Imagem Interna"
"15.MUL_SPL Espaco pizza – integra com a piscina","Imagem Interna"
"16.MUL_SPL Piscina","Imagem Externa"
"17.MUL_SPL Area externa – ao lado da piscina","Imagem Externa"
"18.MUL_SPL Living duplex 01",Unidade
"19.MUL_SPL Living unidade 06 – imagem que mostra as duas vistas laterais",Unidade
"20.MUL_SPL Suite unidade 06- tem vista para o mar",Unidade
"21.MUL_SPL Living unidade 03- tem vista para a mata",Unidade
"22.MUL_SPL Suite unidade 03- tem vista para a mata",Unidade
"23.MUL_SPL Living unidade 02 – mostrando a churrasqueira urrasqueira",Unidade
"24.MUL_SPL Planta humanizada andar terreo","Planta Humanizada"
"25.MUL_SPL Planta humanizada andar mezanino","Planta Humanizada"
"26.MUL_SPL Planta humanizada subsolo (garagem)","Planta Humanizada"
"27.MUL_SPL Planta humanizada andar tipo ( fazer as plantas individuais de cada apartamento – sao 6 tipos)","Planta Humanizada"
"28.MUL_SPL Plantas pavimento do duplex inferior – os 3 duplex ( fazer as plantas individuais de cada apartamento )","Planta Humanizada"
"29.MUL_SPL Plantas pavimento do duplex superior – os 3 duplex (fazer as plantas individuais de cada apartamento, neste andar esta o atico junto)","Planta Humanizada"
"46.ARS_VIE Jardim das Vieiras com foco no cinema","Imagem Externa"
"1. HAA_GRA Living do apartamento tipo unificado com foco na Area de jantar Gourmet",Unidade
"2. HAA_GRA Living do apartamento tipo unificado com foco na Sala de estar",Unidade
"3. HAA_GRA Living do apartamento tipo unificado com foco na Sala de TV",Unidade
"43.LD9_URB Fotomontagem aerea com insercao do empreendimento em fotografia aerea angulo 3 - Meia altura Cassol",Fachada
"44.LD9_URB Fotomontagem aerea com insercao do empreendimento em fotografia aerea foco no Rooftop",Fachada
"45.LD9_URB Fotomontagem aerea com foco no Lazer (Academia, etc)",Fachada
"46.LD9_URB Placemaking 2",Fachada
"47.LD9_URB The Scotch Lounge","Imagem Interna"
"48.LD9_URB Skyline Lounge","Imagem Externa"
"49.LD9_URB Wine club - terraco","Imagem Interna"
"50.LD9_URB Planta humanizada do pavimento lazer Rooftop","Planta Humanizada"
2.TES_TES_PH,"Planta Humanizada"
"1.WER_RIO Fotomontagem aerea 1",Fachada
"2.WER_RIO Fotomontagem aerea 2",Fachada
"3.WER_RIO Fachada diurna",Fachada
"4.WER_RIO Fachada noturna",Fachada
"5.WER_RIO Fachada embasamento",Fachada
"6.WER_RIO Hall de entrada","Imagem Interna"
"7.WER_RIO Salao de festas","Imagem Interna"
"8.WER_RIO Salao Gourmet","Imagem Interna"
"9.WER_RIO Brinquedoteca","Imagem Interna"
"10.WER_RIO Playground","Imagem Interna"
"11.WER_RIO Sala de jogos","Imagem Interna"
"12.WER_RIO Academia","Imagem Interna"
"13.WER_RIO Sauna","Imagem Interna"
"14.WER_RIO SPA","Imagem Interna"
"15.WER_RIO Massagem","Imagem Interna"
"16.WER_RIO Quadra","Imagem Externa"
"17.WER_RIO Piscina","Imagem Externa"
"18.WER_RIO Piscina 02","Imagem Externa"
"19.WER_RIO Terraco","Imagem Externa"
"20.WER_RIO Terraco+ Piscina","Imagem Externa"
"21.WER_RIO Living apartamento tipo view",Unidade
"22.WER_RIO Living apartamento tipo garden",Unidade
"23.WER_RIO Living apartamento tipo home",Unidade
"24.WER_RIO Cozinha apartamento tipo",Unidade
"25.WER_RIO Suite Master apartamento tipo",Unidade
"26.WER_RIO Closet apartamento tipo",Unidade
"27.WER_RIO Banheiro suite master apartamento tipo",Unidade
"28.WER_RIO Living apartamento tipo duplex",Unidade
"29.WER_RIO Cozinha apartamento tipo duplex",Unidade
"30.WER_RIO Sala de estar apartamento tipo duplex",Unidade
"31.WER_RIO Area externa apartamento tipo duplex",Unidade
"32.WER_RIO Vista mezanino apartamento tipo duplex",Unidade
"33.WER_RIO Suite Master apartamento tipo duplex",Unidade
"34.WER_RIO Banheiro suite master apartamento tipo duplex",Unidade
"35.WER_RIO Planta humanizada pavimento lazer","Planta Humanizada"
